BSE_SYMBOL,NSE_SYMBOL,COMPANY_NAME,ISIN
RESPONIND,RESPONIND,Responsive Industries Limited,INE688D01026
RETAIL,RETAIL,JHS Svendgaard Retail Ventures Limited,INE03DD01011
RGL,RGL,Renaissance Global Limited,INE722H01024
RHFL,RHFL,Reliance Home Finance Limited,INE217K01011
RHIM,RHIM,RHI MAGNESITA INDIA LIMITED,INE743M01012
RHL,RHL,Robust Hotels Limited,INE508K01013
RICOAUTO,RICOAUTO,Rico Auto Industries Limited,INE209B01025
RIIL,RIIL,Reliance Industrial Infrastructure Limited,INE046A01015
RISHABH,RISHABH,Rishabh Instruments Limited,INE0N2P01017
RITCO,RITCO,Ritco Logistics Limited,INE01EG01016
RITES,RITES,RITES Limited,INE320J01015
RKDL,RKDL,Ravi Kumar Distilleries Limited,INE722J01012
 ,RKEC,RKEC Projects Limited,INE786W01010
RKFORGE,RKFORGE,Ramkrishna Forgings Limited,INE399G01023
RKSWAMY,RKSWAMY,R K Swamy Limited,INE0NQ801033
RMDRIP,RMDRIP,R M Drip and Sprinklers Systems Limited,INE219Y01018
RML,RML,Rane (Madras) Limited,INE050H01012
ROHLTD,ROHLTD,Royal Orchid Hotels Limited,INE283H01019
ROLEXRINGS,ROLEXRINGS,Rolex Rings Limited,INE645S01016
ROLLT,ROLLT,Rollatainers Limited,INE927A01040
ROLTA,ROLTA,Rolta India Limited,INE293A01013
ROML,ROML,Raj Oil Mills Limited,INE294G01026
ROSSARI,ROSSARI,Rossari Biotech Limited,INE02A801020
ROSSELLIND,ROSSELLIND,Rossell India Limited,INE847C01020
ROSSTECH,ROSSTECH,Rossell Techsys Limited,INE0OJW01016
ROTO,ROTO,Roto Pumps Limited,INE535D01037
ROUTE,ROUTE,ROUTE MOBILE LIMITED,INE450U01017
RPEL,RPEL,Raghav Productivity Enhancers Limited,INE912T01018
RPGLIFE,RPGLIFE,RPG Life Sciences Limited,INE105J01010
RPOWER,RPOWER,Reliance Power Limited,INE614G01033
RPPINFRA,RPPINFRA,R.P.P. Infra Projects Limited,INE324L01013
 ,RPPL,Rajshree Polypack Limited,INE760W01023
RPSGVENT,RPSGVENT,RPSG VENTURES LIMITED,INE425Y01011
RPTECH,RPTECH,Rashi Peripherals Limited,INE0J1F01024
RRKABEL,RRKABEL,R R Kabel Limited,INE777K01022
RSSOFTWARE,RSSOFTWARE,R. S. Software (India) Limited,INE165B01029
RSWM,RSWM,RSWM Limited,INE611A01016
RSYSTEMS,RSYSTEMS,R Systems International Limited,INE411H01032
RTNINDIA,RTNINDIA,RattanIndia Enterprises Limited,INE834M01019
RTNPOWER,RTNPOWER,RattanIndia Power Limited,INE399K01017
RUBFILA,RUBFILA,Rubfila International Limited,INE642C01025
RUBYMILLS,RUBYMILLS,The Ruby Mills Limited,INE301D01026
RUCHINFRA,RUCHINFRA,Ruchi Infrastructure Limited,INE413B01023
RUCHIRA,RUCHIRA,Ruchira Papers Limited,INE803H01014
RUPA,RUPA,Rupa & Company Limited,INE895B01021
RUSHIL,RUSHIL,Rushil Decor Limited,INE573K01025
RUSTOMJEE,RUSTOMJEE,Keystone Realtors Limited,INE263M01029
RVHL,RVHL,Ravinder Heights Limited,INE09E501017
RVNL,RVNL,Rail Vikas Nigam Limited,INE415G01027
RVTH,RVTH,Revathi Equipment India Limited,INE0DAB01012
S&SPOWER,S&SPOWER,S&S Power Switchgears Limited,INE902B01017
SABEVENTS,SABEVENTS,Sab Events & Governance Now Media Limited,INE860T01019
SABTNL,SABTNL,Sri Adhikari Brothers Television Network Limited,INE416A01044
SADBHAV,SADBHAV,Sadbhav Engineering Limited,INE226H01026
SADBHIN,SADBHIN,Sadbhav Infrastructure Project Limited,INE764L01010
SADHNANIQ,SADHNANIQ,Sadhana Nitrochem Limited,INE888C01040
SAFARI,SAFARI,Safari Industries (India) Limited,INE429E01023
 ,SAGARDEEP,Sagardeep Alloys Limited,INE976T01013
SAGCEM,SAGCEM,Sagar Cements Limited,INE229C01021
SAGILITY,SAGILITY,Sagility India Limited,INE0W2G01015
SAH,SAH,Sah Polymers Limited,INE035801013
SAHYADRI,SAHYADRI,Sahyadri Industries Limited,INE280H01015
SAIL,SAIL,Steel Authority of India Limited,INE114A01011
SAILIFE,SAILIFE,Sai Life Sciences Limited,INE570L01029
 ,SAKAR,Sakar Healthcare Limited,INE732S01012
SAKHTISUG,SAKHTISUG,Sakthi Sugars Limited,INE623A01011
SAKSOFT,SAKSOFT,Saksoft Limited,INE667G01023
SAKUMA,SAKUMA,Sakuma Exports Limited,INE190H01024
SALASAR,SALASAR,Salasar Techno Engineering Limited,INE170V01027
SALONA,SALONA,Salona Cotspin Limited,INE498E01010
SALSTEEL,SALSTEEL,S.A.L. Steel Limited,INE658G01014
SALZERELEC,SALZERELEC,Salzer Electronics Limited,INE457F01013
SAMBHAAV,SAMBHAAV,Sambhaav Media Limited,INE699B01027
SAMBHV,SAMBHV,Sambhv Steel Tubes Limited,INE12NJ01018
SAMHI,SAMHI,Samhi Hotels Limited,INE08U801020
SAMMAANCAP,SAMMAANCAP,Sammaan Capital Limited,INE148I01020
SAMPANN,SAMPANN,Sampann Utpadan India Limited,INE735M01018
SANATHAN,SANATHAN,Sanathan Textiles Limited,INE0JPD01013
SANDESH,SANDESH,The Sandesh Limited,INE583B01015
SANDHAR,SANDHAR,Sandhar Technologies Limited,INE278H01035
SANDUMA,SANDUMA,Sandur Manganese & Iron Ores Limited,INE149K01016
SANGAMIND,SANGAMIND,Sangam (India) Limited,INE495C01010
SANGHIIND,SANGHIIND,Sanghi Industries Limited,INE999B01013
SANGHVIMOV,SANGHVIMOV,Sanghvi Movers Limited,INE989A01032
 ,SANGINITA,Sanginita Chemicals Limited,INE753W01010
SANOFI,SANOFI,Sanofi India Limited,INE058A01010
SANOFICONR,SANOFICONR,Sanofi Consumer Healthcare India Limited,INE0UOS01011
SANSERA,SANSERA,Sansera Engineering Limited,INE953O01021
SANSTAR,SANSTAR,Sanstar Limited,INE08NE01025
SANWARIA,SANWARIA,Sanwaria Consumer Limited,INE890C01046
SAPPHIRE,SAPPHIRE,Sapphire Foods India Limited,INE806T01020
SARDAEN,SARDAEN,Sarda Energy & Minerals Limited,INE385C01021
SAREGAMA,SAREGAMA,Saregama India Limited,INE979A01025
SARLAPOLY,SARLAPOLY,Sarla Performance Fibers Limited,INE453D01025
SARVESHWAR,SARVESHWAR,Sarveshwar Foods Limited,INE324X01026
SASKEN,SASKEN,Sasken Technologies Limited,INE231F01020
SASTASUNDR,SASTASUNDR,Sastasundar Ventures Limited,INE019J01013
SATIA,SATIA,Satia Industries Limited,INE170E01023
SATIN,SATIN,Satin Creditcare Network Limited,INE836B01017
SAURASHCEM,SAURASHCEM,Saurashtra Cement Limited,INE626A01014
SBC,SBC,SBC Exports Limited,INE04AK01028
SBCL,SBCL,Shivalik Bimetal Controls Limited,INE386D01027
SBFC,SBFC,SBFC Finance Limited,INE423Y01016
SBGLP,SBGLP,Suratwwala Business Group Limited,INE05ST01028
SBICARD,SBICARD,SBI Cards and Payment Services Limited,INE018E01016
SBILIFE,SBILIFE,SBI Life Insurance Company Limited,INE123W01016
SBIN,SBIN,State Bank of India,INE062A01020
SCHAEFFLER,SCHAEFFLER,Schaeffler India Limited,INE513A01022
SCHAND,SCHAND,S Chand And Company Limited,INE807K01035
SCHNEIDER,SCHNEIDER,Schneider Electric Infrastructure Limited,INE839M01018
SCI,SCI,Shipping Corporation Of India Limited,INE109A01011
SCILAL,SCILAL,Shipping Corporation of India Land and Assets Limited,INE0PB301013
SCODATUBES,SCODATUBES,Scoda Tubes Limited,INE090501011
SCPL,SCPL,Sheetal Cool Products Limited,INE501Y01019
SDBL,SDBL,Som Distilleries & Breweries Limited,INE480C01038
SEAMECLTD,SEAMECLTD,Seamec Limited,INE497B01018
SECMARK,SECMARK,SecMark Consultancy Limited,INE0BTM01013
SECURKLOUD,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,INE650K01021
SEJALLTD,SEJALLTD,Sejal Glass Limited,INE955I01044
SELAN,SELAN,Selan Exploration Technology Limited,INE818A01017
SELMC,SELMC,SEL Manufacturing Company Limited,INE105I01020
SEMAC,SEMAC,Semac Construction Limited,INE617A01013
SENCO,SENCO,Senco Gold Limited,INE602W01027
SENORES,SENORES,Senores Pharmaceuticals Limited,INE0RB801010
SEPC,SEPC,SEPC Limited,INE964H01014
SEQUENT,SEQUENT,Sequent Scientific Limited,INE807F01027
 ,SERVOTECH,Servotech Renewable Power System Limited,INE782X01033
SESHAPAPER,SESHAPAPER,Seshasayee Paper and Boards Limited,INE630A01024
SETCO,SETCO,Setco Automotive Limited,INE878E01021
SETUINFRA,SETUINFRA,Setubandhan Infrastructure Limited,INE023M01027
SEYAIND,SEYAIND,Seya Industries Limited,INE573R01012
SFL,SFL,Sheela Foam Limited,INE916U01025
SGFIN,SGFIN,SG Finserve Limited,INE618R01015
SGIL,SGIL,Synergy Green Industries Limited,INE00QT01015
SGL,SGL,STL Global Limited,INE353H01010
SGLTL,SGLTL,Standard Glass Lining Technology Limited,INE0M4D01010
SHAH,SHAH,Shah Metacorp Limited,INE482J01021
SHAHALLOYS,SHAHALLOYS,Shah Alloys Limited,INE640C01011
SHAILY,SHAILY,Shaily Engineering Plastics Limited,INE151G01028
SHAKTIPUMP,SHAKTIPUMP,Shakti Pumps (India) Limited,INE908D01010
SHALBY,SHALBY,Shalby Limited,INE597J01018
SHALPAINTS,SHALPAINTS,Shalimar Paints Limited,INE849C01026
SHANKARA,SHANKARA,Shankara Building Products Limited,INE274V01019
 ,SHANTI,Shanti Overseas (India) Limited,INE933X01016
SHANTIGEAR,SHANTIGEAR,Shanthi Gears Limited,INE631A01022
SHANTIGOLD,SHANTIGOLD,Shanti Gold International Limited,INE06ZD01017
SHARDACROP,SHARDACROP,Sharda Cropchem Limited,INE221J01015
SHARDAMOTR,SHARDAMOTR,Sharda Motor Industries Limited,INE597I01028
SHAREINDIA,SHAREINDIA,Share India Securities Limited,INE932X01026
SHEKHAWATI,SHEKHAWATI,Shekhawati Industries Limited,INE268L01046
SHEMAROO,SHEMAROO,Shemaroo Entertainment Limited,INE363M01019
SHILPAMED,SHILPAMED,Shilpa Medicare Limited,INE790G01031
SHIVALIK,SHIVALIK,Shivalik Rasayan Limited,INE788J01021
SHIVAMAUTO,SHIVAMAUTO,Shivam Autotech Limited,INE637H01024
SHIVAMILLS,SHIVAMILLS,Shiva Mills Limited,INE644Y01017
SHIVATEX,SHIVATEX,Shiva Texyarn Limited,INE705C01020
SHK,SHK,S H Kelkar and Company Limited,INE500L01026
SHOPERSTOP,SHOPERSTOP,Shoppers Stop Limited,INE498B01024
 ,SHRADHA,Shradha Infraprojects Limited,INE715Y01031
SHREDIGCEM,SHREDIGCEM,Shree Digvijay Cement Co.Ltd,INE232A01011
SHREECEM,SHREECEM,SHREE CEMENT LIMITED,INE070A01015
SHREEPUSHK,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,INE712K01011
SHREERAMA,SHREERAMA,Shree Rama Multi-Tech Limited,INE879A01019
 ,SHRENIK,Shrenik Limited,INE632X01030
SHREYANIND,SHREYANIND,Shreyans Industries Limited,INE231C01019
SHRIPISTON,SHRIPISTON,Shriram Pistons & Rings Limited,INE526E01018
SHRIRAMFIN,SHRIRAMFIN,Shriram Finance Limited,INE721A01047
SHRIRAMPPS,SHRIRAMPPS,Shriram Properties Limited,INE217L01019
SHYAMCENT,SHYAMCENT,Shyam Century Ferrous Limited,INE979R01011
SHYAMMETL,SHYAMMETL,Shyam Metalics and Energy Limited,INE810G01011
SHYAMTEL,SHYAMTEL,Shyam Telecom Limited,INE635A01023
SICALLOG,SICALLOG,Sical Logistics Limited,INE075B01020
SIEMENS,SIEMENS,Siemens Limited,INE003A01024
SIGACHI,SIGACHI,Sigachi Industries Limited,INE0D0K01022
SIGIND,SIGIND,Signet Industries Limited,INE529F01035
SIGMA,SIGMA,Sigma Solve Limited,INE0A0S01010
SIGNATURE,SIGNATURE,Signatureglobal (India) Limited,INE903U01023
SIGNPOST,SIGNPOST,Signpost India Limited,INE0KGZ01021
 ,SIKKO,Sikko Industries Limited,INE112X01017
SIL,SIL,Standard Industries Limited,INE173A01025
 ,SILGO,Silgo Retail Limited,INE01II01013
SILINV,SILINV,SIL Investments Limited,INE923A01015
 ,SILLYMONKS,Silly Monks Entertainment Limited,INE203Y01012
SILVERTUC,SILVERTUC,Silver Touch Technologies Limited,INE625X01018
SIMBHALS,SIMBHALS,Simbhaoli Sugars Limited,INE748T01016
SIMPLEXINF,SIMPLEXINF,Simplex Infrastructures Limited,INE059B01024
SINCLAIR,SINCLAIR,Sinclairs Hotels Limited,INE985A01022
SINDHUTRAD,SINDHUTRAD,Sindhu Trade Links Limited,INE325D01025
 ,SINTERCOM,Sintercom India Limited,INE129Z01016
SIRCA,SIRCA,Sirca Paints India Limited,INE792Z01011
SIS,SIS,SIS LIMITED,INE285J01028
SITINET,SITINET,Siti Networks Limited,INE965H01011
SIYSIL,SIYSIL,Siyaram Silk Mills Limited,INE076B01028
SJS,SJS,S.J.S. Enterprises Limited,INE284S01014
SJVN,SJVN,SJVN Limited,INE002L01015
SKFINDIA,SKFINDIA,SKF India Limited,INE640A01023
SKIPPER,SKIPPER,Skipper Limited,INE439E01022
SKMEGGPROD,SKMEGGPROD,SKM Egg Products Export (India) Limited,INE411D01015
SKYGOLD,SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,INE01IU01018
SMARTLINK,SMARTLINK,Smartlink Holdings Limited,INE178C01020
SMARTWORKS,SMARTWORKS,Smartworks Coworking Spaces Limited,INE0NAZ01010
SMCGLOBAL,SMCGLOBAL,SMC Global Securities Limited,INE103C01036
SMLISUZU,SMLISUZU,SML Isuzu Limited,INE294B01019
SMLT,SMLT,Sarthak Metals Limited,INE017W01010
SMSLIFE,SMSLIFE,SMS Lifesciences India Limited,INE320X01016
SMSPHARMA,SMSPHARMA,SMS Pharmaceuticals Limited,INE812G01025
SNOWMAN,SNOWMAN,Snowman Logistics Limited,INE734N01019
SOBHA,SOBHA,Sobha Limited,INE671H01015
SOFTTECH,SOFTTECH,Softtech Engineers Limited,INE728Z01015
SOLARA,SOLARA,Solara Active Pharma Sciences Limited,INE624Z01016
SOLARINDS,SOLARINDS,Solar Industries India Limited,INE343H01029
SOMANYCERA,SOMANYCERA,Somany Ceramics Limited,INE355A01028
SOMATEX,SOMATEX,Soma Textiles & Industries Limited,INE314C01013
SOMICONVEY,SOMICONVEY,Somi Conveyor Beltings Limited,INE323J01019
SONACOMS,SONACOMS,Sona BLW Precision Forgings Limited,INE073K01018
 ,SONAMLTD,SONAM LIMITED,INE00LM01029
SONATSOFTW,SONATSOFTW,Sonata Software Limited,INE269A01021
SOTL,SOTL,Savita Oil Technologies Limited,INE035D01020
SOUTHBANK,SOUTHBANK,The South Indian Bank Limited,INE683A01023
SOUTHWEST,SOUTHWEST,South West Pinnacle Exploration Limited,INE980Y01015
SPAL,SPAL,S. P. Apparels Limited,INE212I01016
SPANDANA,SPANDANA,Spandana Sphoorty Financial Limited,INE572J01011
SPARC,SPARC,Sun Pharma Advanced Research Company Limited,INE232I01014
 ,SPCENET,Spacenet Enterprises India Limited,INE970N01027
SPECIALITY,SPECIALITY,Speciality Restaurants Limited,INE247M01014
SPECTRUM,SPECTRUM,Spectrum Electrical Industries Limited,INE01EO01010
SPENCERS,SPENCERS,Spencer's Retail Limited,INE020801028
SPIC,SPIC,Southern Petrochemicals Industries Corporation  Limited,INE147A01011
SPLIL,SPLIL,SPL Industries Limited,INE978G01016
SPLPETRO,SPLPETRO,Supreme Petrochem Limited,INE663A01033
SPMLINFRA,SPMLINFRA,SPML Infra Limited,INE937A01023
SPORTKING,SPORTKING,Sportking India Limited,INE885H01029
SRD,SRD,Shankar Lal Rampal Dye-Chem Limited,INE01NE01012
SREEL,SREEL,Sreeleathers Limited,INE099F01013
SRF,SRF,SRF Limited,INE647A01010
SRGHFL,SRGHFL,SRG Housing Finance Limited,INE559N01010
SRHHYPOLTD,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,INE917H01012
SRM,SRM,SRM Contractors Limited,INE0R6Z01013
SSDL,SSDL,Saraswati Saree Depot Limited,INE0PQ101010
SSWL,SSWL,Steel Strips Wheels Limited,INE802C01033
STALLION,STALLION,Stallion India Fluorochemicals Limited,INE0RYC01010
STANLEY,STANLEY,Stanley Lifestyles Limited,INE01A001028
STAR,STAR,Strides Pharma Science Limited,INE939A01011
STARCEMENT,STARCEMENT,Star Cement Limited,INE460H01021
STARHEALTH,STARHEALTH,Star Health and Allied Insurance Company Limited,INE575P01011
STARPAPER,STARPAPER,Star Paper Mills Limited,INE733A01018
STARTECK,STARTECK,Starteck Finance Limited,INE992I01013
STCINDIA,STCINDIA,The State Trading Corporation of India Limited,INE655A01013
STEELCAS,STEELCAS,Steelcast Limited,INE124E01020
 ,STEELCITY,Steel City Securities Limited,INE395H01011
STEELXIND,STEELXIND,STEEL EXCHANGE INDIA LIMITED,INE503B01021
STEL,STEL,Stel Holdings Limited,INE577L01016
STERTOOLS,STERTOOLS,Sterling Tools Limited,INE334A01023
STLTECH,STLTECH,Sterlite Technologies Limited,INE089C01029
STOVEKRAFT,STOVEKRAFT,Stove Kraft Limited,INE00IN01015
STYLAMIND,STYLAMIND,Stylam Industries Limited,INE239C01020
STYLEBAAZA,STYLEBAAZA,Baazar Style Retail Limited,INE01FR01028
STYRENIX,STYRENIX,Styrenix Performance Materials Limited,INE189B01011
SUBEXLTD,SUBEXLTD,Subex Limited,INE754A01055
SUBROS,SUBROS,Subros Limited,INE287B01021
SUDARSCHEM,SUDARSCHEM,Sudarshan Chemical Industries Limited,INE659A01023
SUKHJITS,SUKHJITS,Sukhjit Starch & Chemicals Limited,INE450E01029
SULA,SULA,Sula Vineyards Limited,INE142Q01026
SUMEETINDS,SUMEETINDS,Sumeet Industries Limited,INE235C01028
SUMICHEM,SUMICHEM,Sumitomo Chemical India Limited,INE258G01013
 ,SUMIT,Sumit Woods Limited,INE748Z01013
SUMMITSEC,SUMMITSEC,Summit Securities Limited,INE519C01017
SUNCLAY,SUNCLAY,Sundaram Clayton Limited,INE0Q3R01026
SUNDARAM,SUNDARAM,Sundaram Multi Pap Limited,INE108E01023
SUNDARMFIN,SUNDARMFIN,Sundaram Finance Limited,INE660A01013
 ,SUNDARMHLD,Sundaram Finance Holdings Limited,INE202Z01029
SUNDRMBRAK,SUNDRMBRAK,Sundaram Brake Linings Limited,INE073D01013
SUNDRMFAST,SUNDRMFAST,Sundram Fasteners Limited,INE387A01021
SUNDROP,SUNDROP,Sundrop Brands Limited,INE209A01019
SUNFLAG,SUNFLAG,Sunflag Iron And Steel Company Limited,INE947A01014
SUNPHARMA,SUNPHARMA,Sun Pharmaceutical Industries Limited,INE044A01036
SUNTECK,SUNTECK,Sunteck Realty Limited,INE805D01034
SUNTV,SUNTV,Sun TV Network Limited,INE424H01027
SUPERHOUSE,SUPERHOUSE,Superhouse Limited,INE712B01010
SUPERSPIN,SUPERSPIN,Super Spinning Mills Limited,INE662A01027
SUPRAJIT,SUPRAJIT,Suprajit Engineering Limited,INE399C01030
SUPREME,SUPREME,Supreme Holdings & Hospitality (India) Limited,INE822E01011
SUPREMEIND,SUPREMEIND,Supreme Industries Limited,INE195A01028
SUPREMEINF,SUPREMEINF,Supreme Infrastructure India Limited,INE550H01011
SUPRIYA,SUPRIYA,Supriya Lifescience Limited,INE07RO01027
SURAJEST,SURAJEST,Suraj Estate Developers Limited,INE843S01025
SURAJLTD,SURAJLTD,Suraj Limited,INE713C01016
SURAKSHA,SURAKSHA,Suraksha Diagnostic Limited,INE877V01027
SURANASOL,SURANASOL,Surana Solar Limited,INE272L01022
SURANAT&P,SURANAT&P,Surana Telecom and Power Limited,INE130B01031
SURYALAXMI,SURYALAXMI,Suryalakshmi Cotton Mills Limited,INE713B01026
SURYAROSNI,SURYAROSNI,Surya Roshni Limited,INE335A01020
SURYODAY,SURYODAY,Suryoday Small Finance Bank Limited,INE428Q01011
SUTLEJTEX,SUTLEJTEX,Sutlej Textiles and Industries Limited,INE645H01027
SUVEN,SUVEN,Suven Life Sciences Limited,INE495B01038
SUVIDHAA,SUVIDHAA,Suvidhaa Infoserve Limited,INE018401013
SUYOG,SUYOG,Suyog Telematics Limited,INE442P01014
SUZLON,SUZLON,Suzlon Energy Limited,INE040H01021
 ,SVLL,Shree Vasu Logistics Limited,INE00CE01017
SVPGLOB,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,INE308E01029
SWANENERGY,SWANENERGY,Swan Energy Limited,INE665A01038
SWARAJENG,SWARAJENG,Swaraj Engines Limited,INE277A01016
SWELECTES,SWELECTES,Swelect Energy Systems Limited,INE409B01013
SWIGGY,SWIGGY,Swiggy Limited,INE00H001014
SWSOLAR,SWSOLAR,Sterling and Wilson Renewable Energy Limited,INE00M201021
SYMPHONY,SYMPHONY,Symphony Limited,INE225D01027
SYNCOMF,SYNCOMF,Syncom Formulations (India) Limited,INE312C01025
SYNGENE,SYNGENE,Syngene International Limited,INE398R01022
SYRMA,SYRMA,Syrma SGS Technology Limited,INE0DYJ01015
TAINWALCHM,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,INE123C01018
TAJGVK,TAJGVK,Taj GVK Hotels & Resorts Limited,INE586B01026
TAKE,TAKE,Take Solutions Limited,INE142I01023
TALBROAUTO,TALBROAUTO,Talbros Automotive Components Limited,INE187D01029
TANLA,TANLA,Tanla Platforms Limited,INE483C01032
 ,TARACHAND,Tara Chand InfraLogistic Solutions Limited,INE555Z01020
TARAPUR,TARAPUR,Tarapur Transformers Limited,INE747K01017
TARC,TARC,TARC Limited,INE0EK901012
TARIL,TARIL,Transformers And Rectifiers (India) Limited,INE763I01026
TARMAT,TARMAT,Tarmat Limited,INE924H01018
TARSONS,TARSONS,Tarsons Products Limited,INE144Z01023
TASTYBITE,TASTYBITE,Tasty Bite Eatables Limited,INE488B01017
TATACHEM,TATACHEM,Tata Chemicals Limited,INE092A01019
TATACOMM,TATACOMM,Tata Communications Limited,INE151A01013
TATACONSUM,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,INE192A01025
TATAELXSI,TATAELXSI,Tata Elxsi Limited,INE670A01012
TATAINVEST,TATAINVEST,Tata Investment Corporation Limited,INE672A01018
TATAMOTORS,TATAMOTORS,Tata Motors Limited,INE155A01022
TATAPOWER,TATAPOWER,Tata Power Company Limited,INE245A01021
TATASTEEL,TATASTEEL,Tata Steel Limited,INE081A01020
TATATECH,TATATECH,Tata Technologies Limited,INE142M01025
TATVA,TATVA,Tatva Chintan Pharma Chem Limited,INE0GK401011
TBOTEK,TBOTEK,TBO Tek Limited,INE673O01025
TBZ,TBZ,Tribhovandas Bhimji Zaveri Limited,INE760L01018
TCI,TCI,Transport Corporation of India Limited,INE688A01022
TCIEXP,TCIEXP,TCI Express Limited,INE586V01016
TCIFINANCE,TCIFINANCE,TCI Finance Limited,INE911B01018
TCPLPACK,TCPLPACK,TCPL Packaging Limited,INE822C01015
TCS,TCS,Tata Consultancy Services Limited,INE467B01029
TDPOWERSYS,TDPOWERSYS,TD Power Systems Limited,INE419M01027
TEAMLEASE,TEAMLEASE,Teamlease Services Limited,INE985S01024
TECHM,TECHM,Tech Mahindra Limited,INE669C01036
TECHNOE,TECHNOE,Techno Electric & Engineering Company Limited,INE285K01026
TECILCHEM,TECILCHEM,TECIL Chemicals and Hydro Power Limited,INE014B01011
TEGA,TEGA,Tega Industries Limited,INE011K01018
TEJASNET,TEJASNET,Tejas Networks Limited,INE010J01012
 ,TEMBO,Tembo Global Industries Limited,INE869Y01010
TERASOFT,TERASOFT,Tera Software Limited,INE482B01010
TEXINFRA,TEXINFRA,Texmaco Infrastructure & Holdings Limited,INE435C01024
TEXMOPIPES,TEXMOPIPES,Texmo Pipes and Products Limited,INE141K01013
TEXRAIL,TEXRAIL,Texmaco Rail & Engineering Limited,INE621L01012
TFCILTD,TFCILTD,Tourism Finance Corporation of India Limited,INE305A01015
TFL,TFL,Transwarranty Finance Limited,INE804H01012
TGBHOTELS,TGBHOTELS,TGB Banquets And Hotels Limited,INE797H01018
THANGAMAYL,THANGAMAYL,Thangamayil Jewellery Limited,INE085J01014
THEINVEST,THEINVEST,The Investment Trust Of India Limited,INE924D01017
 ,THEJO,Thejo Engineering Limited,INE121N01019
THELEELA,THELEELA,Schloss Bangalore Limited,INE0AQ201015
THEMISMED,THEMISMED,Themis Medicare Limited,INE083B01024
THERMAX,THERMAX,Thermax Limited,INE152A01029
THOMASCOOK,THOMASCOOK,Thomas Cook  (India)  Limited,INE332A01027
THOMASCOTT,THOMASCOTT,Thomas Scott (India) Limited,INE480M01011
THYROCARE,THYROCARE,Thyrocare Technologies Limited,INE594H01019
TI,TI,Tilaknagar Industries Limited,INE133E01013
TICL,TICL,Twamev Construction and Infrastructure Limited,INE388G01026
TIIL,TIIL,Technocraft Industries (India) Limited,INE545H01011
TIINDIA,TIINDIA,Tube Investments of India Limited,INE974X01010
TIJARIA,TIJARIA,Tijaria Polypipes Limited,INE440L01017
TIL,TIL,TIL Limited,INE806C01018
TIMESGTY,TIMESGTY,Times Guaranty Limited,INE289C01025
TIMETECHNO,TIMETECHNO,Time Technoplast Limited,INE508G01029
TIMKEN,TIMKEN,Timken India Limited,INE325A01013
TINNARUBR,TINNARUBR,Tinna Rubber and Infrastructure Limited,INE015C01016
TIPSFILMS,TIPSFILMS,Tips Films Limited,INE0LQS01015
TIPSMUSIC,TIPSMUSIC,Tips Music Limited,INE716B01029
TIRUMALCHM,TIRUMALCHM,Thirumalai Chemicals Limited,INE338A01024
 ,TIRUPATIFL,Tirupati Forge Limited,INE319Y01024
TITAGARH,TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020
TITAN,TITAN,Titan Company Limited,INE280A01028
TMB,TMB,Tamilnad Mercantile Bank Limited,INE668A01016
TNPETRO,TNPETRO,Tamilnadu PetroProducts Limited,INE148A01019
TNPL,TNPL,Tamil Nadu Newsprint & Papers Limited,INE107A01015
TNTELE,TNTELE,Tamilnadu Telecommunication Limited,INE141D01018
TOKYOPLAST,TOKYOPLAST,Tokyo Plast International Limited,INE932C01012
TOLINS,TOLINS,Tolins Tyres Limited,INE0RWQ01014
TORNTPHARM,TORNTPHARM,Torrent Pharmaceuticals Limited,INE685A01028
TORNTPOWER,TORNTPOWER,Torrent Power Limited,INE813H01021
